Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Sardar Anjum,1991,PadmaShri,Punjab,Literature & Education,https://en.wikipedia.org/wiki/Sardar_Anjum,1941,1941,n/a,"(2015-07-10)July 10, 2015 1941 (aged -75–-74)","(2015-07-10)July 10, 2015 1941 (aged -75–-74)",n/a,Indian,,,,"Padma Bhushan, Padma Shri",R. Venkataraman,"Writer, Poet,",Yes,No
Shareefunnisa Begum Ansari,1991,PadmaShri,Andhra Pradesh,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Rakesh Bakshi,1991,PadmaShri,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Rakesh_Bakshi,"(1958-06-04)4 June 1958
London",(1958-06-04)4 June 1958,London,"13 April 2020(2020-04-13)(aged 61)
Delhi",13 April 2020(2020-04-13)(aged 61),Delhi,Indian,Seema Bakshi (Deceased Oct 2017),,,,R. Venkataraman,Chairman & Managing DirectorRRB Energy Limited,Yes,No
Ravinder Kumar Bali,1991,PadmaShri,Delhi,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Dinabandhu Banerjee,1991,PadmaShri,West Bengal,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Rudraradhya Muddu Basavaradhya,1991,PadmaShri,Karnataka,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Shreekrishna Mahadeo Beharay,1991,PadmaShri,Maharashtra,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Sneh Bhargava,1991,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Sneh_Bhargava,"1930
India",1930,India,,n/a,n/a,,,,,Padma Shri,R. Venkataraman,"Radiologist
Medical academic",Yes,No
Bharat Bhushan,1991,PadmaShri,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Bharat_Bhushan_(yogi),"(1952-04-30)30 April 1952(age 69)
Saharanpur, Uttar Pradesh, India",(1952-04-30)30 April 1952(age 69),"Saharanpur, Uttar Pradesh, India",,n/a,n/a,Indian,,,,,R. Venkataraman,Yoga Guru,Yes,No
Ranbir Singh Bisht,1991,PadmaShri,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Ranbir_Singh_Bisht,"1928
Lansdowne,Uttarakhand, India",1928,"Lansdowne,Uttarakhand, India",1998,1998,n/a,,Vimala Bisht,,,"Padma Shri
Lalit Kala AkademiFellowship
UPLalit Kala Akademi Fellowship",R. Venkataraman,Painter,Yes,No
P. B. Buckshey,1991,PadmaShri,Delhi,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
K. M. Cherian,1991,PadmaShri,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/K._M._Cherian_(doctor),,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Vimla Dang,1991,PadmaShri,Punjab,Social Work,https://en.wikipedia.org/wiki/Vimla_Dang,"Vimla Bakaya
(1926-12-26)26 December 1926
Lahore,British India",(1926-12-26)26 December 1926,n/a,"10 May 2009(2009-05-10)(aged 82)
Amritsar, India",10 May 2009(2009-05-10)(aged 82),"Amritsar, India",,Satyapal Dang,,,Padma Shri,R. Venkataraman,"Social worker
Politician
Leftist ideals
Dang school of Politics
Punjab Istri Sabha",Yes,No
B. L. Deekshatulu,1991,PadmaShri,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/B._L._Deekshatulu,"(1936-10-31)31 October 1936(age 84)
Orissa, India",(1936-10-31)31 October 1936(age 84),"Orissa, India",,n/a,n/a,Indian,,,"ISROIndian Institute of ScienceNational Institute of Technology, WarangalIDBRTIBM Thomas J. Watson Research Centre",Padma Shri in 1991NRDC invention awards 1986 and 1993Bharata Ratna Sir M.Vishvesvaraya award in 1984,R. Venkataraman,,Yes,No
Vasantrao S. Dempo,1991,PadmaShri,Goa,Trade & Industry,https://en.wikipedia.org/wiki/Vasantrao_S._Dempo,"4 February 1916[1]
Goa, India",4 February 1916[1],"Goa, India",9 November 2000 (aged 84),9 November 2000 (aged 84),n/a,,,,,Padma Shri,R. Venkataraman,"Industrialist
Philanthropist",Yes,No
R. S. Narayan Singh Deo,1991,PadmaShri,Bihar,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Shadi Lal Dhawan,1991,PadmaShri,Delhi,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Kapil Deva Dvivedi,1991,PadmaShri,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Kapil_Deva_Dvivedi,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Ram Ganpati,1991,PadmaShri,Delhi,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Ramesh Gelli,1991,PadmaShri,Karnataka,Trade & Industry,https://en.wikipedia.org/wiki/Ramesh_Gelli,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Mahendra Kumar Goel,1991,PadmaShri,Uttar Pradesh,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Bharath Gopi,1991,PadmaShri,Kerala,Arts,https://en.wikipedia.org/wiki/Bharath_Gopi,"Gopynathan Velayudhan Nair
(1937-11-02)2 November 1937
Chirayinkeezhu,Travancore,British India",(1937-11-02)2 November 1937,n/a,"29 January 2008(2008-01-29)(aged 70)
Thiruvananthapuram,Kerala,India",29 January 2008(2008-01-29)(aged 70),"Thiruvananthapuram,Kerala,India",,Jayalakshmy S. V.,,,Padma ShriNational Film Awards(1)Kerala State Film Awards(6),R. Venkataraman,,Yes,No
Narinder Kumar Gupta,1991,PadmaShri,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Narinder_Kumar_Gupta,"(1942-08-22)22 August 1942(age 79)
Mirpur, Jammu and Kashmir, India",(1942-08-22)22 August 1942(age 79),"Mirpur, Jammu and Kashmir, India",,n/a,n/a,Indian,,,"Indian Institute of Technology Delhi,
University of Cambridge,
Ruhr University Bochum,
RWTH Aachen University","J.C.Bose Memorial Award,
O.P. Bhasin Award,
Alexander von HumboldtResearch Award,
Doctor Honoris Causaby theRussian Academy of Sciences,
Mercator Professorship, supported byDFG.
Padma Shri",R. Venkataraman,,Yes,No
Syed Hassan,1991,PadmaShri,Bihar,Literature & Education,https://en.wikipedia.org/wiki/Syed_Hassan_(educationist),"30 September 1924
Jehanabad, Bihar, India",30 September 1924,"Jehanabad, Bihar, India",25 January 2016,25 January 2016,n/a,,,,,"Padma Shri
Nehru Literacy Award",R. Venkataraman,"Educationist
Humanist",Yes,No
B. K. S. Iyengar,1991,PadmaShri,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/B._K._S._Iyengar,"(1918-12-14)14 December 1918
Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)",(1918-12-14)14 December 1918,"Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)","20 August 2014(2014-08-20)(aged 95)
Pune,Maharashtra, India",20 August 2014(2014-08-20)(aged 95),"Pune,Maharashtra, India",,Ramamani,,,,R. Venkataraman,"Yoga teacher, author",Yes,No
Bimal Prashad Jain,1991,PadmaShri,Delhi,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Shila Jhunjhunwala,1991,PadmaShri,Delhi,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Chiranjilal Gograj Joshi,1991,PadmaShri,Maharashtra,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Krishna Joshi,1991,PadmaShri,Haryana,Science & Engineering,https://en.wikipedia.org/wiki/Krishna_Joshi,"(1935-06-06)June 6, 1935
Almora, Uttarakhand,British India","(1935-06-06)June 6, 1935","Almora, Uttarakhand,British India","May 15, 2020(2020-05-15)(aged 84)
Gurgaon, India","May 15, 2020(2020-05-15)(aged 84)","Gurgaon, India",,,,"Allahabad University
University of California Riverside
IIT Roorkee(formerlyUniversity of Roorkee)
National Physical Laboratory
CSIR",,R. Venkataraman,,Yes,No
Satish Chandra Kakati,1991,PadmaShri,Assam,Literature & Education,https://en.wikipedia.org/wiki/Satish_Chandra_Kakati,"October 1912
Ulabori,Nalbari district,Assam, India",October 1912,"Ulabori,Nalbari district,Assam, India","20 June 2006
Guwahati,Assam, India",20 June 2006,"Guwahati,Assam, India",,,,,"Padma Shri
Kanaklata Barua and Mukunda Kakati Memorial Award
LokapriyaGopinath BardoloiMemorial Award",R. Venkataraman,"Journalist
Writer
Freedom activist",Yes,No
Neelkantha Anneppa Kalyani,1991,PadmaShri,Maharashtra,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Rameshwar Singh Kashyap,1991,PadmaShri,Bihar,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Ghulam Mustafa Khan,1991,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Ghulam_Mustafa_Khan_(singer),"(1931-03-03)3 March 1931
Badayun,United Provinces of Agra and Oudh,British India(present-dayUttar Pradesh,India",(1931-03-03)3 March 1931,"Badayun,United Provinces of Agra and Oudh,British India(present-dayUttar Pradesh,India",17 January 2021(2021-01-17)(aged 89),17 January 2021(2021-01-17)(aged 89),n/a,,,,,,R. Venkataraman,,Yes,No
Hafeez Ahmed Khan,1991,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Hafeez_Ahmed_Khan,"Uttar Pradesh, India",n/a,n/a,2006,2006,n/a,,,,,"Padma Shri
Sangeet Natak Akademi Award",R. Venkataraman,Classical musician,Yes,No
Shanno Khurana,1991,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Shanno_Khurana,"1927 (age 93–94)
Jodhpur, Rajasthan",1927 (age 93–94),"Jodhpur, Rajasthan",,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Vishnu Bhikaji Kolte,1991,PadmaShri,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Vishnu_Bhikaji_Kolte,(1908-06-22)22 June 1908,(1908-06-22)22 June 1908,n/a,9 April 1998(1998-04-09)(aged 89),9 April 1998(1998-04-09)(aged 89),n/a,Indian,,,,,R. Venkataraman,Academics,Yes,No
Maharaj Krishan Kumar,1991,PadmaShri,Delhi,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
R. K. Lelhluna,1991,PadmaShri,Mizoram,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Madan Lal Madhu,1991,PadmaShri,– [B],Literature & Education,https://en.wikipedia.org/wiki/Madan_Lal_Madhu,"1925
India",1925,India,"7 July 2014
Moscow, Russia",7 July 2014,"Moscow, Russia",,Tatyana,,,"Padma Shri
Medal of Pushkin
Order of Friendship",R. Venkataraman,"Writer
Translator
Poet",Yes,No
Namdeo Dhondo Mahanor,1991,PadmaShri,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Namdeo_Dhondo_Mahanor,"16 September 1942
Palaskhede,Aurangabad",16 September 1942,"Palaskhede,Aurangabad",,n/a,n/a,Indian,,,,,R. Venkataraman,,Yes,No
Keshav Malik,1991,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Keshav_Malik,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
G. N. Malviya,1991,PadmaShri,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/G._N._Malviya,"Madhya Pradesh, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Dr. B. C. Roy Award",R. Venkataraman,Leprologist,Yes,No
Raghunath Anant Mashelkar,1991,PadmaShri,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Raghunath_Anant_Mashelkar,"(1943-01-01)1 January 1943(age 78)
Mashel,Goa,Portuguese India(nowIndia)",(1943-01-01)1 January 1943(age 78),"Mashel,Goa,Portuguese India(nowIndia)",,n/a,n/a,,,,"CSIR
Global Research Alliance
National Innovation Foundation",Padma VibhushanPadma BhushanPadma ShriG-Files awards,R. Venkataraman,,Yes,No
Shiela Mehra,1991,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Shiela_Mehra,India,n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Radha Raman Award
IMALife Time Achievement Award",R. Venkataraman,"Gynaecologist
Obstetrician",Yes,No
T. G. K. Menon,1991,PadmaShri,Madhya Pradesh,Social Work,https://en.wikipedia.org/wiki/T._G._K._Menon,"2 March 1940
Kodungallur,Thrissur, India",2 March 1940,"Kodungallur,Thrissur, India","12 June 2021
Indore (Madhya Pradesh)",12 June 2021,Indore (Madhya Pradesh),,,,,"Padma Shri
Jamnalal Bajaj Award",R. Venkataraman,"Social worker
Environmentalist",Yes,No
Surendra Y. Mohanty,1991,PadmaShri,Odisha,Literature & Education,https://en.wikipedia.org/wiki/Surendra_Mohanty,"Surendra Mohanty
(1922-06-21)21 June 1922
Purusottampur village, Cuttack District, Odisha",(1922-06-21)21 June 1922,n/a,"21 December 1990(1990-12-21)(aged 69)
Satichoura, Cuttack",21 December 1990(1990-12-21)(aged 69),"Satichoura, Cuttack",,Renuka Mohanty,,,"Padma Shri, Orissa Sahitya Academy Award, Sarala Award,",R. Venkataraman,,Yes,No
S. C. Munshi,1991,PadmaShri,Maharashtra,Medicine,https://en.wikipedia.org/wiki/S._C._Munshi,India,n/a,n/a,,n/a,n/a,,,,,"Padma Shri
CSI Lifetime Achievement Award",R. Venkataraman,Cardiologist,Yes,No
P. T. Narasimhachar,1991,PadmaShri,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/P._T._Narasimhachar,"(1905-03-17)17 March 1905
Melukote,Pandavapura taluk,Mysore district,Kingdom of Mysore,British India(nowMandya district,Karnataka,India)",(1905-03-17)17 March 1905,"Melukote,Pandavapura taluk,Mysore district,Kingdom of Mysore,British India(nowMandya district,Karnataka,India)","13 October 1998(1998-10-13)(aged 93)
Bangalore, Karnataka",13 October 1998(1998-10-13)(aged 93),"Bangalore, Karnataka",India,,,,,R. Venkataraman,"Writer, poet",Yes,No
Mani Narayan,1991,PadmaShri,Maharashtra,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Gopaldas Neeraj,1991,PadmaShri,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Gopaldas_Neeraj,"Gopaldas Saxena
(1925-01-04)4 January 1925
Puravali,United Provinces,British India",(1925-01-04)4 January 1925,n/a,"19 July 2018(2018-07-19)(aged 93)
Delhi,India",19 July 2018(2018-07-19)(aged 93),"Delhi,India",,Savitri Devi (m. 1945-2001),,,Padma ShriPadma Bhushan,R. Venkataraman,"poet, songwriter",Yes,No
Govindarajan Padmanaban,1991,PadmaShri,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Govindarajan_Padmanaban,"(1938-03-20)20 March 1938(age 83)
Madras,India",(1938-03-20)20 March 1938(age 83),"Madras,India",,n/a,n/a,Indian,,,"Indian Institute of Science
St Mary's Hospital Medical School
University of Chicago","Padma Bhushan(2003)
Padma Shri(1991)
Shanti Swarup Bhatnagar Prize(1983)",R. Venkataraman,,Yes,No
Venkatasan Padmanabhan,1991,PadmaShri,Tamil Nadu,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Sonam Paljor,1991,PadmaShri,Uttarakhand,Sports,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Pratima Barua Pandey,1991,PadmaShri,Assam,Arts,https://en.wikipedia.org/wiki/Pratima_Barua_Pandey,"(1934-10-03)3 October 1934
Calcutta",(1934-10-03)3 October 1934,Calcutta,"27 December 2002
Gauripur, Assam",27 December 2002,"Gauripur, Assam",,,,,,R. Venkataraman,,Yes,No
Manu Parekh,1991,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Manu_Parekh,"1939 (age 81–82)
Ahmedabad,Gujarat, India",1939 (age 81–82),"Ahmedabad,Gujarat, India",,n/a,n/a,,Madhvi Parekh,,,"Padma Shri
Lalit Kala AkademiAward
Birla Academy of Art and Culture Award
All India Fine Arts and Crafts SocietyAward
Silver Plaque -President of India",R. Venkataraman,Painter,Yes,No
M. N. Passey,1991,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/M._N._Passey,"1934
India",1934,India,30 May 2002,30 May 2002,n/a,,,,,Padma Shri,R. Venkataraman,,Yes,No
Ashok Kumar Patel,1991,PadmaShri,Jammu & Kashmir,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Jagdish Kashibhai Patel,1991,PadmaShri,Gujarat,Social Work,https://en.wikipedia.org/wiki/Jagdish_Kashibhai_Patel,"5 September 1928
Borsad,Kheda District,Gujarat, India",5 September 1928,"Borsad,Kheda District,Gujarat, India",,n/a,n/a,,Bhadraben,,,"Padma Shri
All India Confederation of the Blind Award
HAInternational Award for Community Services Overseas
National Award for the Blind
Braille Shree Award
Pride of Ahmedabad Award",R. Venkataraman,CJBSDK,Yes,No
D. Y. Patil,1991,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/D._Y._Patil,"Dnyandeo Yashwantrao Patil
(1935-10-22)22 October 1935(age 86)
Ambap,Kolhapur,Bombay Presidency,British Raj(nowMaharashtra,India)",(1935-10-22)22 October 1935(age 86),n/a,,n/a,n/a,,"Shantadevi, Pushpalata","Alphonso School,Kolhapur",,Padma Shri,R. Venkataraman,,Yes,No
Ujwala Patil,1991,PadmaShri,Maharashtra,Sports,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Babulal Patodi,1991,PadmaShri,Madhya Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Babulal_Patodi,"15 June 1920
Sumtha,Indore,Madhya Pradesh, India",15 June 1920,"Sumtha,Indore,Madhya Pradesh, India","25 January 2012
Indore, Madhya Pradesh, India",25 January 2012,"Indore, Madhya Pradesh, India",,,,,Padma Shri,R. Venkataraman,"Freedom activist
Social worker",Yes,No
Jagdish Prasad,1991,PadmaShri,Delhi,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Bangalore Puttaiya Radhakrishna,1991,PadmaShri,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Bangalore_Puttaiya_Radhakrishna,"(1918-04-30)30 April 1918(age 103)
Bangalore, British India",(1918-04-30)30 April 1918(age 103),"Bangalore, British India","(2012-01-26)26 January 2012
Bangalore, India",(2012-01-26)26 January 2012,"Bangalore, India",India,,,,,R. Venkataraman,,Yes,No
Sundaram Ramakrishnan,1991,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Sundaram_Ramakrishnan_(social_activist),"22 July 1922
Thrissur,Travancore",22 July 1922,"Thrissur,Travancore","14 February 2003
Mumbai,Maharashtra",14 February 2003,"Mumbai,Maharashtra",Indian,,,,,R. Venkataraman,social activist,Yes,No
A. V. Rama Rao,1991,PadmaShri,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/A._V._Rama_Rao,"2 April 1935
Guntur,Madras Presidency,British India
(present-dayAndhra Pradesh, India)",2 April 1935,"Guntur,Madras Presidency,British India
(present-dayAndhra Pradesh, India)",,n/a,n/a,,Hymavathy,,,"Padma Bhushan(2016)
Padma Shri(1991)
K.G. Naik Gold Medal
VASVIK Industrial Research Award
Asiatic SocietyMedal
CSIRTechnology Award
TWASTechnology Award
UDCTDistinguished Alumni and Diamond Award
ICTPlatinum Award
CSIRBusiness Prize
Om Prakash Bhasin Award
Chemical Research Society Gold Medal
ISCPresidential Gold Medal
Dr.Yellapragada Subba RaoAward
P. C. RayMedal
Dr. Y. Nayudamma Gold Medal
INSAViswakarma Medal
RanbaxyResearch Foundation Award
FICCIAward",R. Venkataraman,Chemist,Yes,No
Padamanur Ananda Rau,1991,PadmaShri,Tamil Nadu,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Mehmood-ur Rehman,1991,PadmaShri,Jammu & Kashmir,Civil Service,https://en.wikipedia.org/wiki/Mehmood-ur_Rehman,"Bilanda,Fatehpur District,Uttar Pradesh",n/a,n/a,"9 July 2017
Lucknow",9 July 2017,Lucknow,Indian,"Nuzhat Rahman, Afshan Rahman",,,Padma Shri[1],R. Venkataraman,Civil servant,Yes,No
Kantilal Hastimal Sancheti,1991,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Kantilal_Hastimal_Sancheti,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Dhera Ram Shah,1991,PadmaShri,Delhi,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Shivkumar Sharma,1991,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Shivkumar_Sharma,"(1938-01-13)13 January 1938(age 83)[1]
Jammu,British India(nowJammu and Kashmir,India)",(1938-01-13)13 January 1938(age 83)[1],"Jammu,British India(nowJammu and Kashmir,India)",,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Selma D' Silva,1991,PadmaShri,Maharashtra,Sports,https://en.wikipedia.org/wiki/Selma_D%27_Silva,"(1960-07-24)24 July 1960(age 61)
Mumbai,India",(1960-07-24)24 July 1960(age 61),"Mumbai,India",,n/a,n/a,,,,,,R. Venkataraman,,Yes,No
Gurcharan Singh,1991,PadmaShri,Punjab,Arts,https://en.wikipedia.org/wiki/Gurcharan_Singh_(painter),"1949
Patiala,Punjab, India",1949,"Patiala,Punjab, India",,n/a,n/a,,,,,,R. Venkataraman,Painter,Yes,No
Jai Pal Singh,1991,PadmaShri,Haryana,Medicine,https://en.wikipedia.org/wiki/Jai_Pal_Singh,"13 May 1930
Mhow, Meerut (UP)",13 May 1930,"Mhow, Meerut (UP)","24 September 1997(1997-09-24)(aged 67)
Delhi, India",24 September 1997(1997-09-24)(aged 67),"Delhi, India",,Ved Wati Singh,"Sarojini Naidu Medical College, Agra",,,R. Venkataraman,,Yes,No
Prakash Singh,1991,PadmaShri,Uttar Pradesh,Civil Service,https://en.wikipedia.org/wiki/Prakash_Singh,"(1936-01-10)10 January 1936(age 85)
Azamgarh, Uttar Pradesh, India",(1936-01-10)10 January 1936(age 85),"Azamgarh, Uttar Pradesh, India",,n/a,n/a,,,University of Allahabad,,"Padma Shri Award
Presidents Police Medal",R. Venkataraman,Bureaucrat& Indian Police Reform movement,Yes,No
Sharda Sinha,1991,PadmaShri,Bihar,Arts,https://en.wikipedia.org/wiki/Sharda_Sinha,"1 October 1952
Hulas, Raghopur,Supaul district,Bihar[1]",1 October 1952,"Hulas, Raghopur,Supaul district,Bihar[1]",,n/a,n/a,,Dr. Brajkishore Sinha,,,Padma Bhushan(2018)Padma Shri(2015),R. Venkataraman,Singer,Yes,No
Rustom Phiroze Soonawala,1991,PadmaShri,Maharashtra,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Naresh Trehan,1991,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Naresh_Trehan,"(1945-08-12)12 August 1945(age 76)
Batala,Punjab,British India",(1945-08-12)12 August 1945(age 76),"Batala,Punjab,British India",,n/a,n/a,,Madhu Trehan,,,"Padma Shri
Padma Bhushan
Lal Bahadur Shastri National Award
Dr. B. C. Roy Award",R. Venkataraman,Cardiac surgeon,Yes,No
Ramanarayan Upadhyaya,1991,PadmaShri,Madhya Pradesh,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Alarmel Valli,1991,PadmaShri,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Alarmel_Valli,"(1956-09-14)14 September 1956(age 65)
Chennai,Tamil Nadu,India",(1956-09-14)14 September 1956(age 65),"Chennai,Tamil Nadu,India",,n/a,n/a,Indian,Bhaskar Ghose,,,Padma BhushanPadma Shri,R. Venkataraman,"Indian classical dancer,choreographer",Yes,No
Hari Govindrao Vartak,1991,PadmaShri,Maharashtra,Public Affairs,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Ganeshan Venkataraman,1991,PadmaShri,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Ganeshan_Venkataraman,"6 October 1932
Madurai,Tamil Nadu, India",6 October 1932,"Madurai,Tamil Nadu, India",,n/a,n/a,,,,,"Padma Shri
UGCSir C. V. RamanAward
INSAIndira GandhiPrize",R. Venkataraman,"Condensed matter physicist
Writer",Yes,No
Hosagrahar Chandrashekhariah Visvesvaraya,1991,PadmaShri,Delhi,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,Yes,No
Saiyid Amir Hasan Abidi,1992,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/w/index.php?title=Saiyid_Amir_Hasan_Abidi&action=edit&redlink=1,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Aspy Adajania,1992,PadmaShri,Maharashtra,Sports,https://en.wikipedia.org/wiki/Aspy_Adajania,"May 7, 1942
India","May 7, 1942",India,"July 17, 1994
Budapest, Hungary","July 17, 1994","Budapest, Hungary",,Persis Adajania,,,Padma Shri,R. Venkataraman,Business,No,No
Mushtaq Ahmed,1992,PadmaShri,Delhi,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
