Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Ashok Kumar,1999,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Ashok_Kumar,"Kumudlal Ganguly
(1911-10-13)13 October 1911
Bhagalpur,Bengal Presidency,British India(present-dayBihar,India)",(1911-10-13)13 October 1911,n/a,"10 December 2001(2001-12-10)(aged 90)
Mumbai,Maharashtra, India",10 December 2001(2001-12-10)(aged 90),"Mumbai,Maharashtra, India",,Shobha Devi(1935-1985),,,Sangeet Natak Akademi Award(1959)2Filmfare Award for Best ActorNational Film Award for Best Actor(1969)Dadasaheb Phalke Award(1988)2BFJA Award for Best Actor (Hindi),K. R. Narayanan,"Actor,painter, Singer",Yes,No
Vidya Niwas Mishra,1999,PadmaBushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Vidya_Niwas_Mishra,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,Yes,No
Krishnamurthy Santhanam,1999,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Krishnamurthy_Santhanam,"Tamil Nadu, India",n/a,n/a,"(2021-04-26)April 26, 2021","(2021-04-26)April 26, 2021",n/a,,,,,1999Padma Bhushan,K. R. Narayanan,Nuclear scientist,Yes,No
H. D. Shourie,1999,PadmaBushan,Delhi,Social Work,https://en.wikipedia.org/wiki/H._D._Shourie,"1911
Lahore,British India",1911,"Lahore,British India","2005
New Delhi,India",2005,"New Delhi,India",,,,,,K. R. Narayanan,"Bureaucrat,Consumer Activist",Yes,No
Shivmangal Singh Suman,1999,PadmaBushan,Madhya Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Shivmangal_Singh_Suman,"(1915-08-05)5 August 1915
Unnao,United Provinces of Agra and Oudh,British India",(1915-08-05)5 August 1915,"Unnao,United Provinces of Agra and Oudh,British India","27 November 2002(2002-11-27)(aged 87)
Ujjain,Madhya Pradesh,India",27 November 2002(2002-11-27)(aged 87),"Ujjain,Madhya Pradesh,India",Indian,,,,"1974:Sahitya Akademi Award
1999:Padma Bhushan
1974:Padma Shri",K. R. Narayanan,"Poet,academician",Yes,No
Ram Kinkar Upadhyay,1999,PadmaBushan,Uttar Pradesh,Others,https://en.wikipedia.org/wiki/Ram_Kinkar_Upadhyay,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,Yes,No
Vasudev Kalkunte Aatre,2000,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/V._K._Aatre,"1939
Bangalore,British India",1939,"Bangalore,British India",,n/a,n/a,,,,"Indian Institute of Science
Defence Research and Development Organisation
Naval Physical & Oceanographic Lab","Padma Bhushan
Padma Vibhushan",K. R. Narayanan,,No,No
Anil Kumar Agarwal,2000,PadmaBushan,Delhi,Others,https://en.wikipedia.org/wiki/Anil_Agarwal_(environmentalist),,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Ram Narain Agarwal,2000,PadmaBushan,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Ram_Narain_Agarwal,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Sharan Rani Backliwal,2000,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Sharan_Rani_Backliwal,"(1929-04-09)9 April 1929
Delhi",(1929-04-09)9 April 1929,Delhi,"8 April 2008(2008-04-08)(aged 78)
Delhi",8 April 2008(2008-04-08)(aged 78),Delhi,,,,,,K. R. Narayanan,,No,No
Kalyan Dev,2000,PadmaBushan,Uttar Pradesh,Social Work,https://en.wikipedia.org/wiki/Swami_Kalyandev,"Kalyandev ji Maharaj
21 June 1876 (claimed)
Kotana,Bagpat district,Uttar Pradesh,India",21 June 1876 (claimed),n/a,"14 July 2004 (claimed age 128)
India",14 July 2004 (claimed age 128),India,Indian,,,,,K. R. Narayanan,,No,No
Veerendra Heggade,2000,PadmaBushan,Karnataka,Social Work,https://en.wikipedia.org/wiki/Veerendra_Heggade,"(1948-11-25)25 November 1948(age 72)
Bantwal,
Madras Presidency,
British India
(now inKarnataka, India)",(1948-11-25)25 November 1948(age 72),"Bantwal,
Madras Presidency,
British India
(now inKarnataka, India)",,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Pavaguda V. Indiresan,2000,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Pavaguda_V._Indiresan,1928,1928,n/a,2012,2012,n/a,Indian,,,,"Honorary Member of IEEE(1988)
Padma Bhushan award(2000)",K. R. Narayanan,,No,No
Wahiduddin Khan,2000,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Wahiduddin_Khan,"(1925-01-01)1 January 1925
Azamgarh,Uttar Pradesh,British India",(1925-01-01)1 January 1925,"Azamgarh,Uttar Pradesh,British India","21 April 2021(2021-04-21)(aged 96)
New Delhi, Delhi, India",21 April 2021(2021-04-21)(aged 96),"New Delhi, Delhi, India",,,,,,K. R. Narayanan,"Islamic spiritual leader, speaker and author",No,No
B. B. Lal,2000,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/B._B._Lal,"Braj Basi Lal
(1921-05-02)2 May 1921(age 100)
Jhansi,United Provinces,British India",(1921-05-02)2 May 1921(age 100),n/a,,n/a,n/a,Indian,,,,,K. R. Narayanan,"Archaeologist,Director-GeneralArchaeological Survey of India(1968–1972)",No,No
Raghunath Anant Mashelkar,2000,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Raghunath_Anant_Mashelkar,"(1943-01-01)1 January 1943(age 78)
Mashel,Goa,Portuguese India(nowIndia)",(1943-01-01)1 January 1943(age 78),"Mashel,Goa,Portuguese India(nowIndia)",,n/a,n/a,,,,"CSIR
Global Research Alliance
National Innovation Foundation",Padma VibhushanPadma BhushanPadma ShriG-Files awards,K. R. Narayanan,,No,No
H. Y. Sharada Prasad,2000,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/H._Y._Sharada_Prasad,"(1924-04-15)15 April 1924
Bangalore,Karnataka, India",(1924-04-15)15 April 1924,"Bangalore,Karnataka, India","2 September 2008(2008-09-02)(aged 84)
New Delhi, India",2 September 2008(2008-09-02)(aged 84),"New Delhi, India",,,,,Padma Bhushan,K. R. Narayanan,"Civil servant
Writer
Journalist",No,No
Rajinikanth,2000,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Rajinikanth,"Shivaji Rao Gaekwad
(1950-12-12)12 December 1950(age 70)[1]
Bangalore,Mysore State, India",(1950-12-12)12 December 1950(age 70)[1],n/a,,n/a,n/a,,Latha Rajinikanth​(m.1981)​,,,"Dadasaheb Phalke Award(2020)[2]
Padma Vibhushan(2016)[3]
Padma Bhushan(2000)
(See full list)",K. R. Narayanan,Actorfilm producer,No,No
Begum Aizaz Rasul,2000,PadmaBushan,Uttar Pradesh,Social Work,https://en.wikipedia.org/wiki/Begum_Aizaz_Rasul,"Begum Saheba Qudsia
(1909-04-02)2 April 1909
Lahore,Punjab,British India",(1909-04-02)2 April 1909,n/a,"1 August 2001(2001-08-01)(aged 92)
Lucknow,Uttar Pradesh,India",1 August 2001(2001-08-01)(aged 92),"Lucknow,Uttar Pradesh,India",,,,,Padma Bhushan(2000),K. R. Narayanan,"Politician, writer, social activist",No,No
Radha Reddy,2000,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Raja_and_Radha_Reddy,"Raja Reddy
(1943-10-06)6 October 1943(age 78)
Narsapuram,Madras Presidency,British India
Radha Reddy
(1955-02-15)15 February 1955(age 66)
Kotalgaon,Hyderabad State, India",(1943-10-06)6 October 1943(age 78),n/a,,n/a,n/a,,,,,"Padma Shri
Padma Bhushan(2000)",K. R. Narayanan,,No,No
Raja Reddy,2000,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Raja_and_Radha_Reddy,"Raja Reddy
(1943-10-06)6 October 1943(age 78)
Narsapuram,Madras Presidency,British India
Radha Reddy
(1955-02-15)15 February 1955(age 66)
Kotalgaon,Hyderabad State, India",(1943-10-06)6 October 1943(age 78),n/a,,n/a,n/a,,,,,"Padma Shri
Padma Bhushan(2000)",K. R. Narayanan,,No,No
Pakkiriswamy Chandra Sekharan,2000,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Pakkiriswamy_Chandra_Sekharan,"(1934-04-15)15 April 1934
Nagapattinam,Tamil Nadu, India",(1934-04-15)15 April 1934,"Nagapattinam,Tamil Nadu, India",11 July 2017(2017-07-11)(aged 83),11 July 2017(2017-07-11)(aged 83),n/a,,,,,Padma Bhushan(2000),K. R. Narayanan,Forensic expert,No,No
Karamshi Jethabhai Somaiya[i]#,2000,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Karamshi_Jethabhai_Somaiya,"(1902-05-16)16 May 1902
Remote village of Malunjar,AhmednagarDistrict,
inMaharashtra,India.",(1902-05-16)16 May 1902,"Remote village of Malunjar,AhmednagarDistrict,
inMaharashtra,India.",9 May 1999(1999-05-09)(aged 96),9 May 1999(1999-05-09)(aged 96),n/a,Indian,Sakarben Karamshi Somaiya,"New High School inMumbai
(now Bharda New High School)",,Padma Bhushan(2000),K. R. Narayanan,,No,Yes
S. Srinivasan[ii]#,2000,PadmaBushan,Kerala,Science & Engineering,https://en.wikipedia.org/wiki/S._Srinivasan,"(1941-04-14)14 April 1941
Asakkadu,Thanjavur,Madras Presidency,British India",(1941-04-14)14 April 1941,"Asakkadu,Thanjavur,Madras Presidency,British India","1 September 1999(1999-09-01)(aged 58)
Chennai,Tamil Nadu, India",1 September 1999(1999-09-01)(aged 58),"Chennai,Tamil Nadu, India",,Lakshmi,,,"Padma Bhushan(2000)
National Aeronautics Prize
FIE FoundationNational award",K. R. Narayanan,"Aeronautical engineer
Space scientist",No,Yes
Ratan Tata,2000,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Ratan_Tata,"Ratan Naval Tata
(1937-12-28)28 December 1937(age 83)
Bombay,[1]Bombay Presidency,British India(present-dayMumbai,Maharashtra, India)",(1937-12-28)28 December 1937(age 83),n/a,,n/a,n/a,,,,,"Padma Vibhushan(2008)
Padma Bhushan(2000)",K. R. Narayanan,Businessmanphilanthropistinvestor,No,No
Harbans Singh Wasir,2000,PadmaBushan,Haryana,Medicine,https://en.wikipedia.org/wiki/Harbans_Singh_Wasir,"13 August 1937
India",13 August 1937,India,"23 August 2004
New Delhi",23 August 2004,New Delhi,,,,,"Padma Bhushan(2000)
Padma Shri
Dr. B. C. Roy Award
ICMRResearch Award",K. R. Narayanan,Cardiologist,No,No
Dev Anand,2001,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Dev_Anand,"Dharamdev Pishorimal  Anand
(1923-09-26)26 September 1923
Shakargarh,Punjab,British India
(present-dayPunjab,Pakistan)",(1923-09-26)26 September 1923,n/a,"3 December 2011(2011-12-03)(aged 88)
London,England,United Kingdom",3 December 2011(2011-12-03)(aged 88),"London,England,United Kingdom","British Indian(1923–1947)
Indian(1947–2011)",Kalpana Kartik​(m.1954)​,,,Padma Bhushan(2001)Dadasaheb Phalke Award(2002),K. R. Narayanan,Actorproducerdirectorco-founderNavketan Films(1949),No,No
Viswanathan Anand,2001,PadmaBushan,Tamil Nadu,Sports,https://en.wikipedia.org/wiki/Viswanathan_Anand,"Anand Viswanathan[1]
(1969-12-11)11 December 1969(age 51)
Chennai, Tamil Nadu, India",Anand Viswanathan[1],"(1969-12-11)11 December 1969(age 51)
Chennai, Tamil Nadu, India",,n/a,n/a,,,,,"Padma Vibhushan,Padma Bhushan(2001),Padma Shri",K. R. Narayanan,,No,No
Amitabh Bachchan,2001,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Amitabh_Bachchan,"Amitabh Srivastava[1]
(1942-10-11)11 October 1942(age 79)
Allahabad,United Provinces,British India
(present-dayPrayagraj,Uttar Pradesh, India)",Amitabh Srivastava[1],"(1942-10-11)11 October 1942(age 79)
Allahabad,United Provinces,British India
(present-dayPrayagraj,Uttar Pradesh, India)",,n/a,n/a,Indian,Jaya Bhaduri​(m.1973)​,,,Full List,K. R. Narayanan,Actorproducersingertelevision presenter,No,No
Rahul Bajaj,2001,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Rahul_Bajaj,"(1938-06-10)10 June 1938(age 83)
Calcutta,Bengal Presidency,British India
(nowKolkata,West Bengal, India)",(1938-06-10)10 June 1938(age 83),"Calcutta,Bengal Presidency,British India
(nowKolkata,West Bengal, India)",,n/a,n/a,,Rupa Bajaj (1961–2013),,,Padma Bhushan,K. R. Narayanan,"Chairman emeritus,Bajaj Group",No,No
B. R. Barwale,2001,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/B._R._Barwale,"1931
Hingoli",1931,Hingoli,"24 July 2017
Mumbai",24 July 2017,Mumbai,Indian,,,,"World Food Prize, 1998Padma Bhushan, 2001",K. R. Narayanan,Farmer,No,No
Balasaheb Bharde,2001,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Balasaheb_Bharde,"1912
Shevgaon,Ahmednagar district,Maharashtra, India",1912,"Shevgaon,Ahmednagar district,Maharashtra, India","(2006-11-22)22 November 2006
Pune, Maharashtra, India",(2006-11-22)22 November 2006,"Pune, Maharashtra, India",,,,,Padma Bhushan(2001),K. R. Narayanan,"Indian social workers
Politician
Independent activist",No,No
Boyi Bhimanna,2001,PadmaBushan,Andhra Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Boyi_Bhimanna,"19 September 1911
Mamidikuduru, East Godavari, Andhra Pradesh",19 September 1911,"Mamidikuduru, East Godavari, Andhra Pradesh","16 December 2005(2005-12-16)(aged 94)
Hyderabad, Andhra Pradesh",16 December 2005(2005-12-16)(aged 94),"Hyderabad, Andhra Pradesh",,,,,Padma Bhushan(2001),K. R. Narayanan,poet,No,No
Swadesh Chatterjee,2001,PadmaBushan,—[A],Public Affairs,https://en.wikipedia.org/wiki/Swadesh_Chatterjee,25 December 1947,25 December 1947,n/a,,n/a,n/a,,,,,,K. R. Narayanan,Activist,No,No
Baldev Raj Chopra,2001,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Baldev_Raj_Chopra,"Baldev Raj Chopra
(1914-04-22)22 April 1914
Rahon,Punjab,British India",(1914-04-22)22 April 1914,n/a,"5 November 2008(2008-11-05)(aged 94)
Mumbai,Maharashtra, India",5 November 2008(2008-11-05)(aged 94),"Mumbai,Maharashtra, India",,Prakash Chopra,,,,K. R. Narayanan,Film producerdirector,No,No
Ashok Desai,2001,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Ashok_Desai,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Karimpumannil Mathai George,2001,PadmaBushan,Kerala,Literature & Education,https://en.wikipedia.org/wiki/K._M._George_(writer),"(1914-04-20)20 April 1914
Edayaranmula,Kerala",(1914-04-20)20 April 1914,"Edayaranmula,Kerala","19 November 2002(2002-11-19)(aged 88)
Thiruvananthapuram",19 November 2002(2002-11-19)(aged 88),Thiruvananthapuram,Indian,,,,2001Padma Bhushan1998Vallathol Award1997 Suranad Kunjan Pillai Award1987 Soviet Land Nehru Award1996Ezhuthachan Puraskaram1989Kerala Sahitya Akademi Fellowship1988Padma Sri,K. R. Narayanan,Editorwriterliterary criticacademicScholar,No,No
Bhupen Hazarika,2001,PadmaBushan,Assam,Arts,https://en.wikipedia.org/wiki/Bhupen_Hazarika,"(1926-09-08)8 September 1926
Sadiya,Assam Province,British India",(1926-09-08)8 September 1926,"Sadiya,Assam Province,British India","5 November 2011(2011-11-05)(aged 85)
Mumbai,Maharashtra,India[1]",5 November 2011(2011-11-05)(aged 85),"Mumbai,Maharashtra,India[1]",Indian,Priyamvada Patel,,,"Bharat Ratna(2019) (posthumously)
Padma Vibhushan(2012) (posthumously)
Padma Shri(1977)
Dadasaheb Phalke Award(1992)
Padma Bhushan(2001)
Sangeet Natak Akademi Fellowship(2008)
Asom Ratna(2009)
Friends of Liberation War Honour(2011)",K. R. Narayanan,"Musician, singer, poet, filmmaker, lyricist",No,No
Lalgudi Jayaraman,2001,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Lalgudi_Jayaraman,"(1930-09-17)17 September 1930
Edayathumangalam,Trichinopoly District(now a part ofLalgudi taluk,Tiruchirappalli district), British India[1]",(1930-09-17)17 September 1930,"Edayathumangalam,Trichinopoly District(now a part ofLalgudi taluk,Tiruchirappalli district), British India[1]","22 April 2013(2013-04-22)(aged 82)
Chennai,Tamil Nadu, India",22 April 2013(2013-04-22)(aged 82),"Chennai,Tamil Nadu, India",,,,,,K. R. Narayanan,,No,No
Yamini Krishnamurthy,2001,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Yamini_Krishnamurthy,"(1940-12-20)20 December 1940(age 80)
Madanapalli,Madras  Presidency,British India",(1940-12-20)20 December 1940(age 80),"Madanapalli,Madras  Presidency,British India",,n/a,n/a,Indian,,,,"Padma Vibhushan,Padma Bhushan,Padma Shri1980",K. R. Narayanan,,No,No
Shiv K. Kumar,2001,PadmaBushan,Andhra Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Shiv_K._Kumar,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Raghunath Mohapatra,2001,PadmaBushan,Odisha,Arts,https://en.wikipedia.org/wiki/Raghunath_Mohapatra,"(1943-03-24)24 March 1943
Sasan Padia,Puri, Odisha",(1943-03-24)24 March 1943,"Sasan Padia,Puri, Odisha","9 May 2021(2021-05-09)(aged 78)[1]
BhubaneswarAIIMS,Odisha, India",9 May 2021(2021-05-09)(aged 78)[1],"BhubaneswarAIIMS,Odisha, India",,Rajani Mohapatra​(m.1966)​,,,,K. R. Narayanan,"Architect, sculptor",No,No
Arun Netravali,2001,PadmaBushan,—[A],Science & Engineering,https://en.wikipedia.org/wiki/Arun_Netravali,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Mohan Singh Oberoi,2001,PadmaBushan,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Mohan_Singh_Oberoi,(1898-08-15)15 August 1898,(1898-08-15)15 August 1898,n/a,3 May 2002(2002-05-03)(aged 103),3 May 2002(2002-05-03)(aged 103),n/a,Indian,,,,Padma Bhushan,K. R. Narayanan,businessman,No,No
Rajendra K. Pachauri,2001,PadmaBushan,Delhi,Others,https://en.wikipedia.org/wiki/Rajendra_K._Pachauri,"Rajendra Kumar Pachauri
(1940-08-20)20 August 1940
Nainital,United Provinces,British India
(now inUttarakhand,India)",(1940-08-20)20 August 1940,n/a,"13 February 2020(2020-02-13)(aged 79)
New Delhi,India",13 February 2020(2020-02-13)(aged 79),"New Delhi,India",Indian,Saroj Pachauri,"La Martiniere College, Lucknow;North Carolina State University(MS1972,PhD1974)",,"Padma Vibhushan, Nobel Peace Prize (on behalf of IPCC)",K. R. Narayanan,"Former Chairman,Intergovernmental Panel on Climate Change, Former Chairman and Director General,The Energy and Resources Institute(TERI)",No,No
Abdul Karim Parekh,2001,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Abdul_Karim_Parekh,"(1928-04-15)15 April 1928
Kanseoni,Maharashtra, India",(1928-04-15)15 April 1928,"Kanseoni,Maharashtra, India","11 September 2007(2007-09-11)(aged 79)
Nagpur,Maharashtra, India",11 September 2007(2007-09-11)(aged 79),"Nagpur,Maharashtra, India",,"Zubeda
Amina",,,Padma Bhushan,K. R. Narayanan,"Scholar
Translator
Social worker",No,No
Amrita Patel,2001,PadmaBushan,Gujarat,Trade & Industry,https://en.wikipedia.org/wiki/Amrita_Patel,"(1943-11-13)13 November 1943(age 77)
New Delhi,British India",(1943-11-13)13 November 1943(age 77),"New Delhi,British India",,n/a,n/a,,,,,Padma Bhushan(2001),K. R. Narayanan,Businessperson,No,No
Pran,2001,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Pran_(actor),"Pran Krishan Sikand
(1920-02-12)12 February 1920
Delhi,British India(present-dayIndia)",(1920-02-12)12 February 1920,n/a,"12 July 2013(2013-07-12)(aged 93)
Mumbai,Maharashtra,India",12 July 2013(2013-07-12)(aged 93),"Mumbai,Maharashtra,India",,Shukla Sikand​(m.1945)​,,,3Filmfare Awards for Best Supporting Actor,K. R. Narayanan,Actor,No,No
Aroon Purie,2001,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Aroon_Purie,"1944 (age 76–77)
Lahore,Punjab province,British India[1]",1944 (age 76–77),"Lahore,Punjab province,British India[1]",,n/a,n/a,,,,,Padma Bhushan(2001),K. R. Narayanan,BusinessmanJournalist,No,No
Bhupathiraju Vissam Raju,2001,PadmaBushan,Andhra Pradesh,Trade & Industry,https://en.wikipedia.org/wiki/B._V._Raju,"(1920-10-15)15 October 1920
Kumudavalli,Andhra Pradesh",(1920-10-15)15 October 1920,"Kumudavalli,Andhra Pradesh",8 June 2002(2002-06-08)(aged 81)[1],8 June 2002(2002-06-08)(aged 81)[1],n/a,Indian,,,,"Padma Shri
Padma Bhushan",K. R. Narayanan,Industrialist,No,No
Bhanumathi Ramakrishna,2001,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Bhanumathi_Ramakrishna,"(1925-09-07)7 September 1925
Doddavaram,Madras Presidency,British India(nowAndhra Pradesh,India)",(1925-09-07)7 September 1925,"Doddavaram,Madras Presidency,British India(nowAndhra Pradesh,India)","24 December 2005(2005-12-24)(aged 80)
Chennai,Tamil Nadu, India",24 December 2005(2005-12-24)(aged 80),"Chennai,Tamil Nadu, India",,P. S. Ramakrishna Rao,,,,K. R. Narayanan,Actresssingerwritermusic directordirectorproducerstudio owner,No,No
Sundaram Ramakrishnan,2001,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Sundaram_Ramakrishnan_(social_activist),"22 July 1922
Thrissur,Travancore",22 July 1922,"Thrissur,Travancore","14 February 2003
Mumbai,Maharashtra",14 February 2003,"Mumbai,Maharashtra",Indian,,,,,K. R. Narayanan,social activist,No,No
Chitranjan Singh Ranawat,2001,PadmaBushan,—[A],Medicine,https://en.wikipedia.org/wiki/Chitranjan_Singh_Ranawat,"Sarwania,Madhya Pradesh, India",n/a,n/a,,n/a,n/a,,,,,2001Padma Bhushan,K. R. Narayanan,Orthopedic surgeon,No,No
Palle Rama Rao,2001,PadmaBushan,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Palle_Rama_Rao,1937,1937,n/a,,n/a,n/a,Indian,,,,,K. R. Narayanan,,No,No
Raj Reddy,2001,PadmaBushan,—[A],Science & Engineering,https://en.wikipedia.org/wiki/Raj_Reddy,"Dabbala Rajagopal Reddy
(1937-06-13)13 June 1937(age 84)
Katur,Madras Presidency,British India(now inAndhra Pradesh, India)",(1937-06-13)13 June 1937(age 84),n/a,,n/a,n/a,,,,"IIIT Hyderabad,[1][2]
Carnegie Mellon University
Stanford University",Legion of Honor(1984)Turing Award(1994)Padma Bhushan(2001)The Okawa Prize (2004)The Honda Prize (2005)Vannevar Bush Award(2006),K. R. Narayanan,,No,No
Kum Uma Sharma,2001,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Kum_Uma_Sharma,"1942 (age 78–79)
Dholpur",1942 (age 78–79),Dholpur,,n/a,n/a,,,,,,K. R. Narayanan,"Classical Dancer, choreographer, teacher",No,No
L. Subramaniam,2001,PadmaBushan,Karnataka,Arts,https://en.wikipedia.org/wiki/L._Subramaniam,"(1947-07-23)23 July 1947(age 74)
Madras,Madras Presidency,British India
(nowChennai,Tamil Nadu,India)",(1947-07-23)23 July 1947(age 74),"Madras,Madras Presidency,British India
(nowChennai,Tamil Nadu,India)",,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Naresh Kumar Trehan,2001,PadmaBushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Naresh_Trehan,"(1945-08-12)12 August 1945(age 76)
Batala,Punjab,British India",(1945-08-12)12 August 1945(age 76),"Batala,Punjab,British India",,n/a,n/a,,Madhu Trehan,,,"Padma Shri
Padma Bhushan
Lal Bahadur Shastri National Award
Dr. B. C. Roy Award",K. R. Narayanan,Cardiac surgeon,No,No
Gary Ackerman,2002,PadmaBushan,—[A],Public Affairs,https://en.wikipedia.org/wiki/Gary_Ackerman,"Gary Leonard Ackerman
(1942-11-19)November 19, 1942(age 78)
Brooklyn, New York City","(1942-11-19)November 19, 1942(age 78)",n/a,,n/a,n/a,,,Queens College(BA),,,K. R. Narayanan,"High school teacher, newspaper publisher",No,No
H. P. S. Ahluwalia,2002,PadmaBushan,Delhi,Social Work,https://en.wikipedia.org/wiki/H._P._S._Ahluwalia,"(1936-11-06)6 November 1936(age 84)
Sialkot,Punjab Province,British India(present-dayPunjab,Pakistan)",(1936-11-06)6 November 1936(age 84),"Sialkot,Punjab Province,British India(present-dayPunjab,Pakistan)",,n/a,n/a,,Bholi Ahluwalia,,,"Padma Bhushan
Padma Shri
Arjuna Award",K. R. Narayanan,,No,No
Prabha Atre,2002,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Prabha_Atre,"(1932-09-13)13 September 1932(age 89)
Pune,Bombay State,British India(present-dayMaharashtra,India",(1932-09-13)13 September 1932(age 89),"Pune,Bombay State,British India(present-dayMaharashtra,India",,n/a,n/a,,,,,Sangeet Natak Akademi Award(1991),K. R. Narayanan,,No,No
Sushantha Kumar Bhattacharyya,2002,PadmaBushan,—[B],Public Affairs,"https://en.wikipedia.org/wiki/Kumar_Bhattacharyya,_Baron_Bhattacharyya","Sushanta Kumar Bhattacharyya
(1940-06-06)6 June 1940[1]
Bangalore,Kingdom of Mysore,Madras Presidency,British India",(1940-06-06)6 June 1940[1],n/a,"1 March 2019(aged 78)
Birmingham, United Kingdom",1 March 2019(aged 78),"Birmingham, United Kingdom",,,"Indian Institute of Technology Kharagpur(BTech)
University of Birmingham(MS,PhD)",,,K. R. Narayanan,,No,No
Chandu Borde,2002,PadmaBushan,Maharashtra,Sports,https://en.wikipedia.org/wiki/Chandu_Borde,"(1934-07-21)21 July 1934(age 87)
Pune,Bombay Presidency,British India",(1934-07-21)21 July 1934(age 87),"Pune,Bombay Presidency,British India",,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Eugene Chelyshev,2002,PadmaBushan,—[C],Literature & Education,https://en.wikipedia.org/wiki/Eugene_Chelyshev,"(1921-10-27)27 October 1921
Moscow,Russian SFSR",(1921-10-27)27 October 1921,"Moscow,Russian SFSR","13 July 2020(2020-07-13)(aged 98)
Moscow,Russia",13 July 2020(2020-07-13)(aged 98),"Moscow,Russia",Russian,,,,,K. R. Narayanan,Academician,No,No
Pravinchandra Varjivan Gandhi,2002,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Pravinchandra_Varjivan_Gandhi,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Shobha Gurtu,2002,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Shobha_Gurtu,"(1925-02-08)8 February 1925
Belgaum, Karnataka, India",(1925-02-08)8 February 1925,"Belgaum, Karnataka, India","27 September 2004(2004-09-27)(aged 79)
Mumbai, India",27 September 2004(2004-09-27)(aged 79),"Mumbai, India",,,,,,K. R. Narayanan,,No,No
